# Generated by testdata/harfbuzz/scripttags.py. DO NOT EDIT.
#
# The OpenType script tags HarfBuzz's hb_ot_tags_from_script_and_language
# gives a run of each script below in each BCP 47 tag, at most 3, in
# order: the tag, then a tab and the tags separated by '|' for each script.
# A tag that is not printable is written as 0x and eight hex digits.
# harfbuzz 14.5.0
# uharfbuzz 0.56.2
# scripts Latn Deva
# cases 1860
	latn	dev3|dev2|deva
sr-latn-x-hbscDFLT	DFLT	DFLT
sr-latn-x-hbsc_dev2	latn	dev3|dev2|deva
sr-latn-x-hbsca	a   	a   
sr-latn-x-hbscab	ab  	ab  
sr-latn-x-hbscarabic	arab	arab
sr-latn-x-hbscdev2	dev2	dev2
sr-latn-x-hbscdev2-hbotmar	dev2	dev2
sr-latn-x-hbscdev21	dev2	dev2
sr-latn-x-hbscdflt	DFLT	DFLT
sr-latn-x-hbscknd3	knd3	knd3
sr-latn-x-hbsclatn	latn	latn
sr-latn-x-hbscmym2	mym2	mym2
sr-latn-x-y	latn	dev3|dev2|deva
u	latn	dev3|dev2|deva
u-64657632	latn	dev3|dev2|deva
u-64657632-64657632-und	latn	dev3|dev2|deva
u-64657632-hbsc-x	latn	dev3|dev2|deva
u-64657632-hbscab	latn	dev3|dev2|deva
u-64657632-hbscdev2-hant-hbot-u	latn	dev3|dev2|deva
u-64657632-hi-hant-a	latn	dev3|dev2|deva
u-a-hbscDFLT	latn	dev3|dev2|deva
u-a-latn-64657632-u	latn	dev3|dev2|deva
u-a-latn-hbot	latn	dev3|dev2|deva
u-a-u-hbot-a-zh	latn	dev3|dev2|deva
u-en-und	latn	dev3|dev2|deva
u-hant	latn	dev3|dev2|deva
u-hant-en	latn	dev3|dev2|deva
u-hant-en-u	latn	dev3|dev2|deva
u-hant-hbotmar-hi-u-hbsc	latn	dev3|dev2|deva
u-hant-hbscDFLT	latn	dev3|dev2|deva
u-hant-x-u-hbscab	ab  	ab  
u-hbot-hbot	latn	dev3|dev2|deva
u-hbot-hbot-en-hbscab-zh	latn	dev3|dev2|deva
u-hbot-hbscDFLT-latn-hbot-zh	latn	dev3|dev2|deva
u-hbot-hbscdev2-hbscab	latn	dev3|dev2|deva
u-hbot-hbsclatn	latn	dev3|dev2|deva
u-hbot-zh-hbsc-hbscDFLT-zh	latn	dev3|dev2|deva
u-hbot-zh-zh-x-und	latn	dev3|dev2|deva
u-hbotmar-hbot	latn	dev3|dev2|deva
u-hbotmar-latn-64657632	latn	dev3|dev2|deva
u-hbotmar-zh-hbscab-hbscab-en	latn	dev3|dev2|deva
u-hbsc-hant-a	latn	dev3|dev2|deva
u-hbsc-hant-hbsclatn	latn	dev3|dev2|deva
u-hbsc-hbsclatn	latn	dev3|dev2|deva
u-hbsc-u-zh	latn	dev3|dev2|deva
u-hbsc-x	latn	dev3|dev2|deva
u-hbscDFLT	latn	dev3|dev2|deva
u-hbscDFLT-en	latn	dev3|dev2|deva
u-hbscDFLT-hbotmar-hi-und-a	latn	dev3|dev2|deva
u-hbscDFLT-hbotmar-und-a-hbscab	latn	dev3|dev2|deva
u-hbscDFLT-hbscdev2	latn	dev3|dev2|deva
u-hbscDFLT-hbscdev2-hbotmar-hi	latn	dev3|dev2|deva
u-hbscDFLT-u	latn	dev3|dev2|deva
u-hbscDFLT-u-hbscdev2	latn	dev3|dev2|deva
u-hbscDFLT-u-hbsclatn-zh-hant	latn	dev3|dev2|deva
u-hbscab-en-64657632	latn	dev3|dev2|deva
u-hbscab-en-latn	latn	dev3|dev2|deva
u-hbscab-hbsc	latn	dev3|dev2|deva
u-hbscab-hi-hbscdev2-hbsc	latn	dev3|dev2|deva
u-hbscab-latn-hbotmar-hbscab	latn	dev3|dev2|deva
u-hbscab-zh-hbscDFLT	latn	dev3|dev2|deva
u-hbscdev2	latn	dev3|dev2|deva
u-hbscdev2-hbot-hant	latn	dev3|dev2|deva
u-hbscdev2-u-hbscab	latn	dev3|dev2|deva
u-hbscdev2-x-hbsc-a-hbsc	latn	dev3|dev2|deva
u-hbsclatn-64657632-hi-hbsc-hbsclatn	latn	dev3|dev2|deva
u-hbsclatn-a-hant	latn	dev3|dev2|deva
u-hbsclatn-hbscab-hbscab	latn	dev3|dev2|deva
u-hbsclatn-u-hbscab-hbotmar	latn	dev3|dev2|deva
u-hi-hbotmar-zh-latn	latn	dev3|dev2|deva
u-hi-hi-hbscdev2-hbot-a	latn	dev3|dev2|deva
u-hi-u-en-hant	latn	dev3|dev2|deva
u-latn	latn	dev3|dev2|deva
u-latn-hbscdev2-hant-en	latn	dev3|dev2|deva
u-latn-x-hbscdev2-hbsc	dev2	dev2
u-latn-zh-hant	latn	dev3|dev2|deva
u-u	latn	dev3|dev2|deva
u-u-hant-hbsc-hant	latn	dev3|dev2|deva
u-u-hbot-hbscDFLT	latn	dev3|dev2|deva
u-u-u	latn	dev3|dev2|deva
u-u-und-hbot-u-hbsclatn	latn	dev3|dev2|deva
u-und	latn	dev3|dev2|deva
u-und-en-hbscdev2-hbscab-hbsclatn	latn	dev3|dev2|deva
u-und-hant-a	latn	dev3|dev2|deva
u-und-hbot-hbscab-64657632	latn	dev3|dev2|deva
u-und-hbsc-64657632-hbscab-hbsc	latn	dev3|dev2|deva
u-und-hbscDFLT-hbsclatn-hbotmar-hbsc	latn	dev3|dev2|deva
u-und-hbscdev2-hbot-a	latn	dev3|dev2|deva
u-und-und-a-hbsc	latn	dev3|dev2|deva
u-x	latn	dev3|dev2|deva
u-x-hbscdev2	dev2	dev2
u-x-hbsclatn-x-zh-hbsc	latn	latn
u-x-zh	latn	dev3|dev2|deva
u-zh	latn	dev3|dev2|deva
u-zh-hbsc	latn	dev3|dev2|deva
u-zh-hbscab-a	latn	dev3|dev2|deva
u-zh-hbscdev2	latn	dev3|dev2|deva
u-zh-und-hbscdev2-hbscab-hi	latn	dev3|dev2|deva
und	latn	dev3|dev2|deva
und-64657632	latn	dev3|dev2|deva
und-64657632-a-64657632-hbotmar	latn	dev3|dev2|deva
und-64657632-hbot-a	latn	dev3|dev2|deva
und-64657632-hbscdev2-x	latn	dev3|dev2|deva
und-64657632-hbsclatn-und	latn	dev3|dev2|deva
und-64657632-hi-u-hbscDFLT	latn	dev3|dev2|deva
und-64657632-latn-u-u-und	latn	dev3|dev2|deva
und-64657632-und-hbscDFLT-a	latn	dev3|dev2|deva
und-64657632-x	latn	dev3|dev2|deva
und-a	latn	dev3|dev2|deva
und-a-hbot-hant-x	latn	dev3|dev2|deva
und-a-hbscdev2-hbotmar-u-u	latn	dev3|dev2|deva
und-a-hi-hbsc	latn	dev3|dev2|deva
und-a-x	latn	dev3|dev2|deva
und-en	latn	dev3|dev2|deva
und-en-hbotmar-64657632	latn	dev3|dev2|deva
und-en-hbscDFLT	latn	dev3|dev2|deva
und-en-x-hbscab-a-hbot	ab  	ab  
und-hant	latn	dev3|dev2|deva
und-hant-hbsclatn-hbscdev2	latn	dev3|dev2|deva
und-hbot	latn	dev3|dev2|deva
und-hbot-hbot-hbscDFLT-hbsc-x	latn	dev3|dev2|deva
und-hbot-hbscDFLT	latn	dev3|dev2|deva
und-hbot-hbscdev2	latn	dev3|dev2|deva
und-hbot-hbsclatn-hbsclatn-latn-hbscdev2	latn	dev3|dev2|deva
und-hbot-u	latn	dev3|dev2|deva
und-hbotmar	latn	dev3|dev2|deva
und-hbotmar-64657632-en	latn	dev3|dev2|deva
und-hbotmar-hbscDFLT	latn	dev3|dev2|deva
und-hbotmar-zh	latn	dev3|dev2|deva
und-hbsc	latn	dev3|dev2|deva
und-hbsc-hbotmar	latn	dev3|dev2|deva
und-hbsc-hbsclatn	latn	dev3|dev2|deva
und-hbsc-hbsclatn-hbscab	latn	dev3|dev2|deva
und-hbsc-latn-en-zh	latn	dev3|dev2|deva
und-hbsc-x-hbscDFLT-hbsc	DFLT	DFLT
und-hbscDFLT	latn	dev3|dev2|deva
und-hbscDFLT-en-a-hbot	latn	dev3|dev2|deva
und-hbscDFLT-hbscdev2-en-u	latn	dev3|dev2|deva
und-hbscDFLT-und-hi	latn	dev3|dev2|deva
und-hbscDFLT-zh-hbot-hant	latn	dev3|dev2|deva
und-hbscab	latn	dev3|dev2|deva
und-hbscab-en	latn	dev3|dev2|deva
und-hbscab-en-u	latn	dev3|dev2|deva
und-hbscab-hbsc-hbscdev2-und	latn	dev3|dev2|deva
und-hbscab-hbscDFLT-hbscdev2-hbscdev2	latn	dev3|dev2|deva
und-hbscab-u-zh-hant-hant	latn	dev3|dev2|deva
und-hbscdev2	latn	dev3|dev2|deva
und-hbscdev2-64657632-a-en-hi	latn	dev3|dev2|deva
und-hbscdev2-a-en-und-hbscDFLT	latn	dev3|dev2|deva
und-hbscdev2-hbscab	latn	dev3|dev2|deva
und-hbscdev2-hbscdev2	latn	dev3|dev2|deva
und-hbscdev2-hbscdev2-latn-hbotmar	latn	dev3|dev2|deva
und-hbscdev2-hi-a-und	latn	dev3|dev2|deva
und-hbscdev2-latn-hant	latn	dev3|dev2|deva
und-hbscdev2-und-u	latn	dev3|dev2|deva
und-hbsclatn	latn	dev3|dev2|deva
und-hbsclatn-hbot	latn	dev3|dev2|deva
und-hbsclatn-hbot-en-und-x	latn	dev3|dev2|deva
und-hbsclatn-hbotmar	latn	dev3|dev2|deva
und-hbsclatn-hbsc-hbot	latn	dev3|dev2|deva
und-hbsclatn-hbsclatn-hbscDFLT-und-latn	latn	dev3|dev2|deva
und-hbsclatn-u-hbsc-latn	latn	dev3|dev2|deva
und-hbsclatn-u-hbscDFLT-hbsc-zh	latn	dev3|dev2|deva
und-hbsclatn-u-hbscab	latn	dev3|dev2|deva
und-hbsclatn-x	latn	dev3|dev2|deva
und-hi	latn	dev3|dev2|deva
und-hi-64657632-hbsc	latn	dev3|dev2|deva
und-hi-hbscab	latn	dev3|dev2|deva
und-hi-latn-zh-hant	latn	dev3|dev2|deva
und-hi-u-hbotmar-hbot	latn	dev3|dev2|deva
und-hi-und-hbot	latn	dev3|dev2|deva
und-latn	latn	dev3|dev2|deva
und-latn-64657632-x-hbsc	latn	dev3|dev2|deva
und-latn-hbot-hbscDFLT-hbscDFLT-hbscDFLT	latn	dev3|dev2|deva
und-latn-hbsclatn-hbsc-hbsc-zh	latn	dev3|dev2|deva
und-latn-und-en	latn	dev3|dev2|deva
und-u	latn	dev3|dev2|deva
und-u-hbsc	latn	dev3|dev2|deva
und-u-hbsc-und-hbotmar	latn	dev3|dev2|deva
und-u-hbsclatn-hbsc-latn	latn	dev3|dev2|deva
und-und	latn	dev3|dev2|deva
und-und-64657632	latn	dev3|dev2|deva
und-und-hant	latn	dev3|dev2|deva
und-und-hbscab-hbscDFLT	latn	dev3|dev2|deva
und-und-hi-und-a	latn	dev3|dev2|deva
und-x	latn	dev3|dev2|deva
und-x-64657632	latn	dev3|dev2|deva
und-x-a-und	latn	dev3|dev2|deva
und-x-ahbscdev2	latn	dev3|dev2|deva
und-x-foo-hbsclatn	latn	latn
und-x-foohbscdev2	latn	dev3|dev2|deva
und-x-hbot	latn	dev3|dev2|deva
und-x-hbot-hbscabc	abc 	abc 
und-x-hbotmar-hbotmar	latn	dev3|dev2|deva
und-x-hbotmar-hbscdev2	dev2	dev2
und-x-hbotmar-latn-zh	latn	dev3|dev2|deva
und-x-hbsc	latn	dev3|dev2|deva
und-x-hbsc-	latn	dev3|dev2|deva
und-x-hbsc-00000000	0x00000000	0x00000000
und-x-hbsc-44464c54	dflt	dflt
und-x-hbsc-6465763	latn	dev3|dev2|deva
und-x-hbsc-64657632	dev2	dev2
und-x-hbsc-646576320	dev2	dev2
und-x-hbsc-7c7c7c7c	0x7c7c7c7c	0x7c7c7c7c
und-x-hbsc-hbscabc	latn	dev3|dev2|deva
und-x-hbsc-zzzzzzzz	latn	dev3|dev2|deva
und-x-hbsc1234	1234	1234
und-x-hbscDEV2	dev2	dev2
und-x-hbscDFLT	DFLT	DFLT
und-x-hbsc_dev2	latn	dev3|dev2|deva
und-x-hbsca	a   	a   
und-x-hbscab	ab  	ab  
und-x-hbscarabic	arab	arab
und-x-hbscdev2	dev2	dev2
und-x-hbscdev2-hbotmar	dev2	dev2
und-x-hbscdev21	dev2	dev2
und-x-hbscdflt	DFLT	DFLT
und-x-hbscknd3	knd3	knd3
und-x-hbsclatn	latn	latn
und-x-hbsclatn-en-u	latn	latn
und-x-hbscmym2	mym2	mym2
und-x-latn-64657632	latn	dev3|dev2|deva
und-x-latn-a-hbotmar-zh	latn	dev3|dev2|deva
und-x-u	latn	dev3|dev2|deva
und-x-y	latn	dev3|dev2|deva
und-zh	latn	dev3|dev2|deva
und-zh-a	latn	dev3|dev2|deva
und-zh-en-und-u	latn	dev3|dev2|deva
und-zh-hbsc-hbscab	latn	dev3|dev2|deva
und-zh-hbscDFLT-hbsclatn-hbotmar	latn	dev3|dev2|deva
und-zh-und-latn-a	latn	dev3|dev2|deva
x	latn	dev3|dev2|deva
x-64657632	latn	dev3|dev2|deva
x-64657632-64657632-en	latn	dev3|dev2|deva
x-64657632-hant	latn	dev3|dev2|deva
x-64657632-hbsc	latn	dev3|dev2|deva
x-64657632-hbscdev2-hbot	dev2	dev2
x-64657632-hbsclatn	latn	latn
x-64657632-und-latn-a	latn	dev3|dev2|deva
x-a-a-hbot-zh	latn	dev3|dev2|deva
x-a-hbot	latn	dev3|dev2|deva
x-a-hbscDFLT-hi	DFLT	DFLT
x-a-u-en-hbot-64657632	latn	dev3|dev2|deva
x-a-x	latn	dev3|dev2|deva
x-a-zh	latn	dev3|dev2|deva
x-ahbscdev2	latn	dev3|dev2|deva
x-en-hant-en-hbscDFLT	DFLT	DFLT
x-en-hant-hbscdev2-a	dev2	dev2
x-en-hbscDFLT-u-u-hant	DFLT	DFLT
x-en-hbscDFLT-zh-hbscab	DFLT	DFLT
x-en-hi-en	latn	dev3|dev2|deva
x-en-zh-hi-hant-a	latn	dev3|dev2|deva
x-foo-hbsclatn	latn	latn
x-foohbscdev2	latn	dev3|dev2|deva
x-hant	latn	dev3|dev2|deva
x-hant-hbot-und	latn	dev3|dev2|deva
x-hant-hbsc	latn	dev3|dev2|deva
x-hant-latn-hbscDFLT-en-hbscab	DFLT	DFLT
x-hant-und-hbotmar-x	latn	dev3|dev2|deva
x-hbot	latn	dev3|dev2|deva
x-hbot-a-hbscab	ab  	ab  
x-hbot-hant-hbotmar-a-und	latn	dev3|dev2|deva
x-hbot-hant-zh-64657632-a	latn	dev3|dev2|deva
x-hbot-hbscabc	abc 	abc 
x-hbot-hbsclatn	latn	latn
x-hbot-zh	latn	dev3|dev2|deva
x-hbotmar-hbscab-zh-hbscdev2-hbscab	ab  	ab  
x-hbotmar-hbscdev2	dev2	dev2
x-hbotmar-x-hi	latn	dev3|dev2|deva
x-hbsc	latn	dev3|dev2|deva
x-hbsc x	latn	dev3|dev2|deva
x-hbsc-	latn	dev3|dev2|deva
x-hbsc-00000000	0x00000000	0x00000000
x-hbsc-44464c54	dflt	dflt
x-hbsc-6465763	latn	dev3|dev2|deva
x-hbsc-64657632	dev2	dev2
x-hbsc-646576320	dev2	dev2
x-hbsc-7c7c7c7c	0x7c7c7c7c	0x7c7c7c7c
x-hbsc-a-hbotmar-zh-en	latn	dev3|dev2|deva
x-hbsc-a-hbscab-x-latn	latn	dev3|dev2|deva
x-hbsc-hbotmar-hbscab-a	latn	dev3|dev2|deva
x-hbsc-hbscabc	latn	dev3|dev2|deva
x-hbsc-hbscdev2-a-und	latn	dev3|dev2|deva
x-hbsc-u-a-x-u	latn	dev3|dev2|deva
x-hbsc-zzzzzzzz	latn	dev3|dev2|deva
x-hbsc1234	1234	1234
x-hbscDEV2	dev2	dev2
x-hbscDFLT	DFLT	DFLT
x-hbscDFLT-a-hi-hant-64657632	DFLT	DFLT
x-hbscDFLT-hbsclatn-hbot	DFLT	DFLT
x-hbscDFLT-x-a-a-hbsclatn	DFLT	DFLT
x-hbsc_dev2	latn	dev3|dev2|deva
x-hbsca	a   	a   
x-hbscab	ab  	ab  
x-hbscab-en	ab  	ab  
x-hbscab-en-zh	ab  	ab  
x-hbscab-hbscDFLT-hbscdev2-latn	ab  	ab  
x-hbscab-hbscDFLT-latn-hbscab-hbsc	ab  	ab  
x-hbscab-hbscdev2-u-hbot-latn	ab  	ab  
x-hbscab-u	ab  	ab  
x-hbscab-u-64657632	ab  	ab  
x-hbscab-zh-64657632	ab  	ab  
x-hbscab-zh-hant-hbscdev2	ab  	ab  
x-hbscarabic	arab	arab
x-hbscdev2	dev2	dev2
x-hbscdev2-hbotmar	dev2	dev2
x-hbscdev2-hbscdev2-hbsc-64657632-latn	dev2	dev2
x-hbscdev2-hi	dev2	dev2
x-hbscdev2-hi-x	dev2	dev2
x-hbscdev2-u-hbotmar	dev2	dev2
x-hbscdev2-x	dev2	dev2
x-hbscdev21	dev2	dev2
x-hbscdflt	DFLT	DFLT
x-hbscknd3	knd3	knd3
x-hbsclatn	latn	latn
x-hbsclatn-en-64657632-latn	latn	latn
x-hbsclatn-hbscab-x-en	latn	latn
x-hbsclatn-hbsclatn-hbscab-hbsc	latn	latn
x-hbsclatn-und-hbsclatn-hbsclatn	latn	latn
x-hbsclatn-zh-en-hbsc-64657632	latn	latn
x-hbscmym2	mym2	mym2
x-hi-64657632	latn	dev3|dev2|deva
x-hi-hant	latn	dev3|dev2|deva
x-hi-hbscDFLT-u-zh-hbscab	DFLT	DFLT
x-hi-hbscab-und	ab  	ab  
x-hi-hbsclatn-hbsc-hbot-und	latn	latn
x-latn	latn	dev3|dev2|deva
x-latn-hant-hbot	latn	dev3|dev2|deva
x-latn-hbot-hbsclatn-hant-hi	latn	latn
x-latn-hbsc-hbotmar	latn	dev3|dev2|deva
x-latn-hi-hbot	latn	dev3|dev2|deva
x-latn-x-hbsclatn-zh	latn	latn
x-u	latn	dev3|dev2|deva
x-u-64657632-hant-hbsc-hbsc	latn	dev3|dev2|deva
x-u-a-hant-hbot-64657632	latn	dev3|dev2|deva
x-u-en-a-x-hbsc	latn	dev3|dev2|deva
x-u-hant-a-hbscab	ab  	ab  
x-u-hant-hi	latn	dev3|dev2|deva
x-u-hant-u-a	latn	dev3|dev2|deva
x-u-latn-hbsclatn-hbscdev2	latn	latn
x-u-u	latn	dev3|dev2|deva
x-und-hbotmar	latn	dev3|dev2|deva
x-und-hbscab-und	ab  	ab  
x-und-hi-x-64657632	latn	dev3|dev2|deva
x-x	latn	dev3|dev2|deva
x-x-hbsc	latn	dev3|dev2|deva
x-x-hbsclatn-64657632-hbsc-u	latn	latn
x-x-u-hbsc-hbsc	latn	dev3|dev2|deva
x-x-und-a-64657632	latn	dev3|dev2|deva
x-x-zh-hbsclatn-hbsc-a	latn	latn
x-y	latn	dev3|dev2|deva
x-zh-hant-hi	latn	dev3|dev2|deva
x-zh-hant-u	latn	dev3|dev2|deva
x-zh-hbot-hbotmar-und-hbsclatn	latn	latn
x-zh-zh	latn	dev3|dev2|deva
zh	latn	dev3|dev2|deva
zh-64657632	latn	dev3|dev2|deva
zh-64657632-en-x-hbotmar-hi	latn	dev3|dev2|deva
zh-64657632-hant	latn	dev3|dev2|deva
zh-64657632-hbot	latn	dev3|dev2|deva
zh-64657632-hbsc-en-hbot	latn	dev3|dev2|deva
zh-64657632-hbscab-u-hbscdev2-hbot	latn	dev3|dev2|deva
zh-64657632-hbscdev2-a-u	latn	dev3|dev2|deva
zh-64657632-x-a-hant-hbot	latn	dev3|dev2|deva
zh-a	latn	dev3|dev2|deva
zh-a-en-zh	latn	dev3|dev2|deva
zh-a-hbot-hbotmar	latn	dev3|dev2|deva
zh-a-hbsclatn-hbscdev2-hbotmar	latn	dev3|dev2|deva
zh-a-zh-hbscdev2-en	latn	dev3|dev2|deva
zh-en-64657632-a-hbsclatn-hi	latn	dev3|dev2|deva
zh-en-en	latn	dev3|dev2|deva
zh-en-hbscab-64657632-hbscab	latn	dev3|dev2|deva
zh-en-hi-zh	latn	dev3|dev2|deva
zh-en-u-64657632	latn	dev3|dev2|deva
zh-en-x-u-hi	latn	dev3|dev2|deva
zh-hant	latn	dev3|dev2|deva
zh-hant-en	latn	dev3|dev2|deva
zh-hant-hbotmar-hbscab	latn	dev3|dev2|deva
zh-hant-hi	latn	dev3|dev2|deva
zh-hant-hk-x	latn	dev3|dev2|deva
zh-hant-hk-x-ahbscdev2	latn	dev3|dev2|deva
zh-hant-hk-x-foo-hbsclatn	latn	latn
zh-hant-hk-x-foohbscdev2	latn	dev3|dev2|deva
zh-hant-hk-x-hbot	latn	dev3|dev2|deva
zh-hant-hk-x-hbot-hbscabc	abc 	abc 
zh-hant-hk-x-hbotmar-hbscdev2	dev2	dev2
zh-hant-hk-x-hbsc	latn	dev3|dev2|deva
zh-hant-hk-x-hbsc-	latn	dev3|dev2|deva
zh-hant-hk-x-hbsc-00000000	0x00000000	0x00000000
zh-hant-hk-x-hbsc-44464c54	dflt	dflt
zh-hant-hk-x-hbsc-6465763	latn	dev3|dev2|deva
zh-hant-hk-x-hbsc-64657632	dev2	dev2
zh-hant-hk-x-hbsc-646576320	dev2	dev2
zh-hant-hk-x-hbsc-7c7c7c7c	0x7c7c7c7c	0x7c7c7c7c
zh-hant-hk-x-hbsc-hbscabc	latn	dev3|dev2|deva
zh-hant-hk-x-hbsc-zzzzzzzz	latn	dev3|dev2|deva
zh-hant-hk-x-hbsc1234	1234	1234
zh-hant-hk-x-hbscDEV2	dev2	dev2
zh-hant-hk-x-hbscDFLT	DFLT	DFLT
zh-hant-hk-x-hbsc_dev2	latn	dev3|dev2|deva
zh-hant-hk-x-hbsca	a   	a   
zh-hant-hk-x-hbscab	ab  	ab  
zh-hant-hk-x-hbscarabic	arab	arab
zh-hant-hk-x-hbscdev2	dev2	dev2
zh-hant-hk-x-hbscdev2-hbotmar	dev2	dev2
zh-hant-hk-x-hbscdev21	dev2	dev2
zh-hant-hk-x-hbscdflt	DFLT	DFLT
zh-hant-hk-x-hbscknd3	knd3	knd3
zh-hant-hk-x-hbsclatn	latn	latn
zh-hant-hk-x-hbscmym2	mym2	mym2
zh-hant-hk-x-y	latn	dev3|dev2|deva
zh-hbot	latn	dev3|dev2|deva
zh-hbot-hant-hbsc	latn	dev3|dev2|deva
zh-hbot-hbscdev2	latn	dev3|dev2|deva
zh-hbotmar	latn	dev3|dev2|deva
zh-hbotmar-hbsc-zh	latn	dev3|dev2|deva
zh-hbotmar-hbscab-hbscdev2-zh-en	latn	dev3|dev2|deva
zh-hbotmar-u	latn	dev3|dev2|deva
zh-hbotmar-u-en	latn	dev3|dev2|deva
zh-hbotmar-und-hi-64657632	latn	dev3|dev2|deva
zh-hbsc	latn	dev3|dev2|deva
zh-hbsc-hbsc-hi-hi	latn	dev3|dev2|deva
zh-hbsc-hbscab-und	latn	dev3|dev2|deva
zh-hbsc-hbscdev2	latn	dev3|dev2|deva
zh-hbsc-latn-hbscab	latn	dev3|dev2|deva
zh-hbsc-u-u-hbscab	latn	dev3|dev2|deva
zh-hbsc-und-hbscDFLT-hbsclatn	latn	dev3|dev2|deva
zh-hbsc-x	latn	dev3|dev2|deva
zh-hbsc-zh-hbscab-hbsc-und	latn	dev3|dev2|deva
zh-hbscDFLT	latn	dev3|dev2|deva
zh-hbscDFLT-x	latn	dev3|dev2|deva
zh-hbscDFLT-zh-a-hbscdev2-hbsc	latn	dev3|dev2|deva
zh-hbscab	latn	dev3|dev2|deva
zh-hbscab-en	latn	dev3|dev2|deva
zh-hbscab-hbsclatn-hbsc	latn	dev3|dev2|deva
zh-hbscab-latn	latn	dev3|dev2|deva
zh-hbscdev2	latn	dev3|dev2|deva
zh-hbscdev2-hant-hbot-a	latn	dev3|dev2|deva
zh-hbscdev2-hbot-zh-en-latn	latn	dev3|dev2|deva
zh-hbscdev2-hbscdev2-hbscDFLT	latn	dev3|dev2|deva
zh-hbscdev2-und	latn	dev3|dev2|deva
zh-hbsclatn	latn	dev3|dev2|deva
zh-hbsclatn-a-a-latn-zh	latn	dev3|dev2|deva
zh-hbsclatn-hi-zh-en-64657632	latn	dev3|dev2|deva
zh-hbsclatn-zh	latn	dev3|dev2|deva
zh-hi	latn	dev3|dev2|deva
zh-hi-hbsc-zh-hbscDFLT-x	latn	dev3|dev2|deva
zh-hi-u-hbscab-und-zh	latn	dev3|dev2|deva
zh-hi-x-64657632-latn-hant	latn	dev3|dev2|deva
zh-hi-zh-u-hbscab-hbotmar	latn	dev3|dev2|deva
zh-latn	latn	dev3|dev2|deva
zh-latn-a	latn	dev3|dev2|deva
zh-latn-hbotmar-und	latn	dev3|dev2|deva
zh-latn-hbsc-u-hbscDFLT-64657632	latn	dev3|dev2|deva
zh-latn-hbscDFLT-a-und	latn	dev3|dev2|deva
zh-latn-hbscab	latn	dev3|dev2|deva
zh-latn-latn-a	latn	dev3|dev2|deva
zh-latn-und	latn	dev3|dev2|deva
zh-u-hant	latn	dev3|dev2|deva
zh-u-hant-latn-hi-latn	latn	dev3|dev2|deva
zh-u-hbotmar-hbscDFLT-a	latn	dev3|dev2|deva
zh-u-hbotmar-hi	latn	dev3|dev2|deva
zh-u-hbsclatn-latn-hbotmar	latn	dev3|dev2|deva
zh-u-latn-hbsc-hbsc-und	latn	dev3|dev2|deva
zh-u-u-latn	latn	dev3|dev2|deva
zh-und-a-hi-64657632-hbotmar	latn	dev3|dev2|deva
zh-und-hbscdev2-zh-und-hbot	latn	dev3|dev2|deva
zh-x	latn	dev3|dev2|deva
zh-x-en	latn	dev3|dev2|deva
zh-x-hbot-hant-en	latn	dev3|dev2|deva
zh-x-hbscab-u-hbscdev2	ab  	ab  
zh-x-latn-x-zh-hbscdev2	dev2	dev2
zh-x-zh-hbscab	ab  	ab  
zh-zh-64657632	latn	dev3|dev2|deva
zh-zh-en-en-hbsc-hbot	latn	dev3|dev2|deva
zh-zh-hant	latn	dev3|dev2|deva
zh-zh-hbsc-hbotmar-und-hbscdev2	latn	dev3|dev2|deva
zh-zh-hbscab-x-hbotmar	latn	dev3|dev2|deva
zh-zh-latn-a-hbscab	latn	dev3|dev2|deva
zh-zh-und	latn	dev3|dev2|deva
zh-zh-zh-en-und	latn	dev3|dev2|deva
